index,url,title,,
283,https://www.edx.org/course/design-thinking-empathizing-understand-ritx-think502x,Design Thinking: Empathizing to Understand the Problem,,
284,https://www.edx.org/course/electric-and-conventional-vehicles,Electric and Conventional Vehicles,,
285,https://www.edx.org/course/platform-strategy-business-bux-qd505x-0,Platform Strategy for Business,,
286,https://www.edx.org/course/leading-digital-age-bux-qd502x-0,Leading in the Digital Age,,
287,https://www.edx.org/course/designing-experimentation-enhance-bux-qd601x,Designing for Experimentation to Enhance Digital Business Innovation,,
288,https://www.edx.org/course/project-management-engineering-projects-delftx-mep101x-1,Project Management of Engineering Projects: Preparing for Success!,,
289,https://www.edx.org/course/design-thinking-ideation-iteration-ritx-think503x,Design Thinking: Ideation, Iteration and Communication,
290,https://www.edx.org/course/digital-transformation-strategy-bux-qd501x-1,Digital Transformation Strategy,,
291,https://www.edx.org/course/humanitarian-response-conflict-disaster-harvardx-ph558x-0,Humanitarian Response to Conflict and Disaster,,
292,https://www.edx.org/course/multi-target-tracking-for-automotive-systems,Multi-Object Tracking for Automotive Systems,,
293,https://www.edx.org/course/sensor-fusion-and-non-linear-filtering-for-automotive-systems,Sensor Fusion and Non-linear Filtering for Automotive Systems,,
294,https://www.edx.org/course/advanced-biobased-conversion-wageningenx-bb04x,Advanced Biobased Conversion,,
295,https://www.edx.org/course/algorithmic-design-techniques-uc-san-diegox-algs200x,Algorithmic Design and Techniques,,
296,https://www.edx.org/course/css-basics-w3cx-css-0x-0,CSS Basics,,
297,https://www.edx.org/course/graph-algorithms-uc-san-diegox-algs202x,Graph Algorithms,,
298,https://www.edx.org/course/data-structures-uc-san-diegox-algs201x,Data Structures,,
299,https://www.edx.org/course/customer-centric-innovation-rwthx-mti002x-1,Customer-Centric Innovation,,
300,https://www.edx.org/course/aws-developer-deploying-on-aws,AWS Developer: Deploying on AWS,,
301,https://www.edx.org/course/introduction-jquery-microsoft-dev208x-4,Introduction to jQuery,,
302,https://www.edx.org/course/evidence-based-project-management-anux-ebm07x,Evidence-Based Project Management,,
303,https://www.edx.org/course/thinking-acting-like-an-entrepreneur,Thinking & Acting like an Entrepreneur,,
304,https://www.edx.org/course/strategic-management-intuition-insight-rwthx-mti005x,Strategic Management: From Intuition to Insight,,
305,https://www.edx.org/course/evidence-based-management-foundations-anux-ebm04x,Evidence-Based Management Foundations,,
306,https://www.edx.org/course/evidence-based-stakeholder-marketing-anux-ebm03x,Evidence-Based Stakeholder Marketing,,
307,https://www.edx.org/course/foundations-data-science-inferential-uc-berkeleyx-data8-2x,Foundations of Data Science: Inferential Thinking by Resampling,,
308,https://www.edx.org/course/evidence-based-business-communication-anux-ebm02x,Evidence-Based Business Communication,,
310,https://www.edx.org/course/strategic-management-insight-decision-rwthx-mti006x,Strategic Management: From Insight to Decision,,
311,https://www.edx.org/course/evidence-based-global-management-anux-ebm05x,Evidence-Based Global Management,,
312,https://www.edx.org/course/using-open-source-web-tooling-improve-microsoft-dev222x-2,Using Open Source Web Tooling to Improve Development Proficiency,,
313,https://www.edx.org/course/managing-disruptive-change-rwthx-mti001x-1,Managing Disruptive Change,,
314,https://www.edx.org/course/algorithms-data-structures-c-microsoft-dev204-3x-0,Algorithms and Data Structures in C#,,
315,https://www.edx.org/course/front-end-web-development-orientation-microsoft-dev237x-1,Microsoft Professional Orientation : Front End Web Development,,
316,https://www.edx.org/course/developing-international-software-microsoft-dis50x-3,Developing International Software,,
317,https://www.edx.org/course/ux-design-wireframe-prototype-michiganx-ux506x,UX Design: From Wireframe to Prototype,,
318,https://www.edx.org/course/saving-schools-reforming-u-s-education-harvardx-1368x,Saving Schools: Reforming the U.S. Education System,,
319,https://www.edx.org/course/evidence-based-technology-management-anux-ebm06x,Evidence-Based Technology Management,,
320,https://www.edx.org/course/american-government-harvardx-hks101a-0,American Government,,
321,https://www.edx.org/course/deterministic-optimization,Deterministic Optimization,,
323,https://www.edx.org/course/aws-developer-building-on-aws,AWS Developer: Building on AWS,,
324,https://www.edx.org/course/innovation-creativity-management-rwthx-mti003x-0,Innovation & Creativity Management,,
325,https://www.edx.org/course/microsoft-sharepoint-2016-infrastructure-microsoft-cld211-1x-3,Microsoft SharePoint 2016: Infrastructure,,
326,https://www.edx.org/course/data-and-visual-analytics,Data and Visual Analytics,,
327,https://www.edx.org/course/html5-coding-essentials-w3cx-html5-1x-2,HTML5 Coding Essentials and Best Practices,,
328,https://www.edx.org/course/software-construction-object-oriented-ubcx-softconst2x,Software Construction: Object-Oriented Design,,
329,https://www.edx.org/course/software-construction-data-abstraction-ubcx-softconst1x,Software Construction: Data Abstraction,,
330,https://www.edx.org/course/how-code-complex-data-ubcx-htc2x,How to Code: Complex Data,,
331,https://www.edx.org/course/introduction-nosql-data-solutions-microsoft-dat221x-0,Introduction to NoSQL Data Solutions,,
332,https://www.edx.org/course/entrepreneurship-in-emerging-economies,Entrepreneurship in Emerging Economies,,
334,https://www.edx.org/course/feature-engineering-improving-learning-utarlingtonx-link-la-fex,Feature Engineering for Improving Learning Environments,,
335,https://www.edx.org/course/essential-statistics-data-analysis-using-microsoft-dat222x-2,Essential Statistics for Data Analysis using Excel,,
336,https://www.edx.org/course/processing-big-data-hadoop-azure-microsoft-dat202-1x-4,Processing Big Data with Hadoop in Azure HDInsight,,
337,https://www.edx.org/course/data-analysis-visualization-dashboard-delftx-ex102x-2,Data Analysis: Visualization and Dashboard Design,,
338,https://www.edx.org/course/microsoft-azure-app-service-microsoft-azure206x-0,Microsoft Azure App Service,,
339,https://www.edx.org/course/introduction-to-clinical-psychology,Introduction to Clinical Psychology,,
340,https://www.edx.org/course/querying-data-transact-sql-microsoft-dat201x-0,Querying Data with Transact-SQL,,
341,https://www.edx.org/course/introduction-to-reactjs,Introduction to ReactJS,,
342,https://www.edx.org/course/object-oriented-programming-c-microsoft-dev204-2x-0,Object Oriented Programming in C#,,
343,https://www.edx.org/course/windows-server-2016-infrastructure-microsoft-inf211x-1,Windows Server 2016: Infrastructure,,
344,https://www.edx.org/course/introduction-mobile-application-hkustx-comp107x-5,Introduction to Mobile Application Development using Android,,
345,https://www.edx.org/course/system-center-2016-building-clouds,System Center 2016: Building Clouds,,
346,https://www.edx.org/course/delivering-data-warehouse-cloud-microsoft-dat220x-2,Delivering a Data Warehouse in the Cloud,,
347,https://www.edx.org/course/agile-development-using-ruby-rails-uc-berkeleyx-cs169-2x-1,Agile Development Using Ruby on Rails - Advanced,,
348,https://www.edx.org/course/natural-language-processing-nlp-microsoft-dev288x,Natural Language Processing (NLP),,
349,https://www.edx.org/course/ethics-law-analytics-ai-microsoft-dat249x-0,Ethics and Law in Data and Analytics,,
350,https://www.edx.org/course/developing-business-applications-with-power-apps-and-microsoft-flow,Developing Business Applications with Power Apps and Microsoft Flow,,
351,https://www.edx.org/course/selecting-collaboration-tools,Selecting Collaborative Technology Tools,,
352,https://www.edx.org/course/web-design-best-practices-inclusive-microsoft-dev240x,Web Design Best Practices: An Inclusive Approach,,
353,https://www.edx.org/course/managing-projects-portfolios-microsoft-microsoft-cld215x-3,Managing Projects & Portfolios with Microsoft PPM,,
354,https://www.edx.org/course/microsoft-azure-storage-microsoft-azure205x-0,Microsoft Azure Storage,,
355,https://www.edx.org/course/microsoft-sharepoint-2016-authentication-microsoft-cld211-2x-3,Microsoft SharePoint 2016: Authentication and Security,,
356,https://www.edx.org/course/introduction-cloud-foundry-cloud-native-linuxfoundationx-lfs132x,Introduction to Cloud Foundry and Cloud Native Software Architecture,,
357,https://www.edx.org/course/reinforcement-learning-explained-microsoft-dat257x,Reinforcement Learning Explained,,
358,https://www.edx.org/course/introduction-biomedical-imaging-uqx-bioimg101x-4,Introduction to Biomedical Imaging,,
360,https://www.edx.org/course/introduction-python-fundamentals-microsoft-dev274x-1,Introduction to Python: Fundamentals,,
361,https://www.edx.org/course/bioethics-law-medicine-ethics-harvardx-hls4x-3,Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics
362,https://www.edx.org/course/windows-server-2016-securing-identities-and-information,Windows Server 2016: Securing Identities and Information,,
363,https://www.edx.org/course/android-app-development-beginners-galileox-caad002x-2,Android App Development for Beginners,,
364,https://www.edx.org/course/principles-machine-learning-microsoft-dat203-2x-6,Principles of Machine Learning,,
366,https://www.edx.org/course/analyzing-visualizing-data-excel-microsoft-dat206x-8,Analyzing and Visualizing Data with Excel,,
367,https://www.edx.org/course/sharepoint-online-administrator,Office 365: SharePoint Online Administrator,,
368,https://www.edx.org/course/designing-technical-solution-microsoft-dev284x-1,Designing a Technical Solution,,
369,https://www.edx.org/course/creating-bi-reports-sql-server-reporting-microsoft-dat214x,Creating BI Reports with SQL Server Reporting Services,,
370,https://www.edx.org/course/future-mining-uqx-miningx,The Future of Mining?,,
371,https://www.edx.org/course/provisioning-office-365-services-microsoft-cld220x-3,Provisioning Office 365 Services,,
372,https://www.edx.org/course/calculus-1c-coordinate-systems-infinite-mitx-18-01-3x-0,Calculus 1C: Coordinate Systems & Infinite Series,,
373,https://www.edx.org/course/sparse-representations-image-processing-israelx-236862-2x,Sparse Representations in Image Processing: From Theory to Practice,,
374,https://www.edx.org/course/how-to-win-coding-competitions-secrets-of-champions,How to Win Coding Competitions: Secrets of Champions,,
375,https://www.edx.org/course/html5-css-fundamentals-w3cx-html5-0x-0,HTML5 and CSS Fundamentals,,
376,https://www.edx.org/course/reputation-management-digital-world-curtinx-mkt2x-2,Reputation Management in a Digital World,,
377,https://www.edx.org/course/agile-development-using-ruby-rails-uc-berkeleyx-cs169-1x-1,Agile Development Using Ruby on Rails - The Basics,,
378,https://www.edx.org/course/opioid-crisis-america-harvardx-hhp100,The Opioid Crisis in America,,
379,https://www.edx.org/course/introduction-to-social-psychology,Introduction to Social Psychology,,
380,https://www.edx.org/course/algorithms-data-structures-microsoft-dev285x-1,Algorithms and Data Structures,,
381,https://www.edx.org/course/analytics-storytelling-impact-microsoft-dat248x-0,Analytics Storytelling for Impact,,
382,https://www.edx.org/course/machine-learning-data-science-analytics-columbiax-ds102x-1,Machine Learning for Data Science and Analytics,,
383,https://www.edx.org/course/implementing-predictive-analytics-spark-microsoft-dat202-3x-3,Implementing Predictive Analytics with Spark in Azure HDInsight,,
384,https://www.edx.org/course/security-office-365-microsoft-cld245x-0,Security in Office 365,,
385,https://www.edx.org/course/mechanics-deformable-structures-part-1-mitx-2-02-1x,Mechanics of Deformable Structures: Part 1,,
386,https://www.edx.org/course/java-fundamentals-android-development-galileox-caad001x-2,Java Fundamentals for Android Development,,
388,https://www.edx.org/course/angularjs-advanced-framework-techniques-microsoft-dev221x-2,AngularJS: Advanced Framework Techniques,,
389,https://www.edx.org/course/managing-projects-microsoft-project-microsoft-cld213x-3,Managing Projects with Microsoft Project,,
390,https://www.edx.org/course/analyzing-visualizing-data-power-bi-microsoft-dat207x-8,Analyzing and Visualizing Data with Power BI,,
391,https://www.edx.org/course/introduction-python-data-science-microsoft-dat208x-8,Introduction to Python for Data Science,,
392,https://www.edx.org/course/microsoft-azure-virtual-machines-microsoft-azure202x-1,Microsoft Azure Virtual Machines,,
393,https://www.edx.org/course/foundations-data-science-computational-uc-berkeleyx-data8-1x,Foundations of Data Science: Computational Thinking with Python,,
394,https://www.edx.org/course/data-science-essentials-microsoft-dat203-1x-6,Data Science Essentials,,
395,https://www.edx.org/course/onboarding-messaging-office-365-microsoft-cld223x-3,Onboarding Messaging to Office 365,,
396,https://www.edx.org/course/super-earths-life-harvardx-spu30x-3,Super-Earths And Life,,
397,https://www.edx.org/course/javascript-introduction-w3cx-js-0x-0,JavaScript Introduction,,
398,https://www.edx.org/course/building-functional-prototypes-using-microsoft-dev280x-1,Building Functional Prototypes using Node.js,,
399,https://www.edx.org/course/science-cooking-from-haute-cuisine-to-soft-matter-science-part-2,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),,
400,https://www.edx.org/course/microsoft-sharepoint-2016-productivity-microsoft-cld211-4x-3,Microsoft SharePoint 2016: Productivity Solutions,,
401,https://www.edx.org/course/windows-server-2016-advanced-microsoft-inf219x-0,Windows Server 2016: Advanced Virtualization,,
402,https://www.edx.org/course/microsoft-office-fundamentals-outlook-microsoft-cld261x,Microsoft Office Fundamentals: Outlook, Word, and Excel
403,https://www.edx.org/course/deep-learning-explained-microsoft-dat236x-1,Deep Learning Explained,,
404,https://www.edx.org/course/essential-tools-for-the-low-carbon-economy,Essential Tools For The Low Carbon Economy,,
405,https://www.edx.org/course/creating-virtual-reality-vr-apps-uc-san-diegox-cse190x,Creating Virtual Reality (VR) Apps,,
406,https://www.edx.org/course/ux-research-surveys-michiganx-ux507x,UX Research Surveys,,
407,https://www.edx.org/course/delivering-relational-data-warehouse-microsoft-dat216x-5,Delivering a Relational Data Warehouse,,
408,https://www.edx.org/course/anthropology-current-world-issues-uqx-world101x-4,Anthropology of Current World Issues,,
409,https://www.edx.org/course/circuits-electronics-1-basic-circuit-mitx-6-002-1x-0,Circuits and Electronics 1: Basic Circuit Analysis,,
410,https://www.edx.org/course/corporate-financial-policy-michiganx-fin404x,Corporate Financial Policy,,
411,https://www.edx.org/course/microsoft-azure-virtual-networks-microsoft-azure203x-0,Microsoft Azure Virtual Networks,,
412,https://www.edx.org/course/introduction-python-absolute-beginner-microsoft-dev236x-1,Introduction to Python: Absolute Beginner,,
413,https://www.edx.org/course/programming-r-data-science-microsoft-dat209x-6,Programming with R for Data Science,,
414,https://www.edx.org/course/introduction-to-python-creating-scalable-robust-interactive-code,Introduction to Python: Creating Scalable, Robust, Interactive Code
415,https://www.edx.org/course/windows-powershell-basics-microsoft-inf210x-2,Windows PowerShell Basics,,
416,https://www.edx.org/course/developing-multidimensional-data-model-microsoft-dat224x-1,Developing a Multidimensional Data Model,,
417,https://www.edx.org/course/monetize-android-apps-business-models-galileox-caad004x-2,Monetize your Android Applications,,
418,https://www.edx.org/course/enabling-office-365-clients-microsoft-cld221x-3,Enabling Office 365 Clients,,
419,https://www.edx.org/course/applied-machine-learning-microsoft-dat203-3x-4,Applied Machine Learning,,
420,https://www.edx.org/course/implementing-etl-sql-server-integration-microsoft-dat217x-5,Implementing ETL with SQL Server Integration Services,,
421,https://www.edx.org/course/introduction-java-programming-writing-uc3mx-it-1-2x,Introduction to Java Programming: Writing Good Code,,
422,https://www.edx.org/course/introduction-openstack-linuxfoundationx-lfs152x,Introduction to OpenStack,,
423,https://www.edx.org/course/planning-developing-governance-for-digital-transformation,Planning & Developing Governance for Digital Transformation,,
424,https://www.edx.org/course/financial-decision-rules-project-michiganx-fin401x,Financial Decision Rules for Project Evaluation,,
425,https://www.edx.org/course/professional-android-app-development-galileox-caad003x-2,Professional Android App Development,,
426,https://www.edx.org/course/predictive-modeling-learning-analytics-utarlingtonx-link-la-pmx,Predictive Modeling in Learning Analytics,,
427,https://www.edx.org/course/programming-python-data-science-microsoft-dat210x-6,Programming with Python for Data Science,,
428,https://www.edx.org/course/microsoft-azure-identity-microsoft-azure204x-1,Microsoft Azure Identity,,
429,https://www.edx.org/course/sql-server-analysis-services-developing-microsoft-dat225x-1,Developing a Tabular Data Model,,
430,https://www.edx.org/course/microsoft-professional-orientation-data-microsoft-dat101x-0,Introduction to Data Science,,
431,https://www.edx.org/course/leaders-learning-harvardx-gse2x-2,Leaders of Learning,,
432,https://www.edx.org/course/migrating-workloads-azure-microsoft-azure212x-0,Migrating Workloads to Azure,,
433,https://www.edx.org/course/essential-mathematics-for-artificial-intelligence,Essential Mathematics for Artificial Intelligence,,
434,https://www.edx.org/course/cs50s-computer-science-for-business-professionals,CS50's Computer Science for Business Professionals,,
435,https://www.edx.org/course/cs50s-understanding-technology,CS50's Understanding Technology,,
436,https://www.edx.org/course/introduction-apache-hadoop-linuxfoundationx-lfs103x,Introduction to Apache Hadoop,,
437,https://www.edx.org/course/lean-production-tumx-qpls3x,Lean Production,,
438,https://www.edx.org/course/windows-10-features-for-a-mobile-workforce-configuring-additional-resources,Windows 10 Features for a Mobile Workforce: Configuring Additional Resources,,
439,https://www.edx.org/course/finance-essentials-mba-success-imperialx-icbs002,Finance Essentials for MBA Success,,
440,https://www.edx.org/course/maths-essentials-mba-success-imperialx-icbs003,Maths Essentials for MBA Success,,
441,https://www.edx.org/course/nutrition-and-health-micronutrients-and-malnutrition,Nutrition and Health: Micronutrients and Malnutrition,,
442,https://www.edx.org/course/data-analysis-essentials-mba-success-imperialx-icbs004,Data Analysis Essentials for MBA Success,,
443,https://www.edx.org/course/accounting-essentials-mba-success-imperialx-icbs001,Accounting Essentials for MBA Success,,
444,https://www.edx.org/course/introduction-family-engagement-education-harvardx-gse4x-0,Introduction to Family Engagement in Education,,
445,https://www.edx.org/course/modern-japanese-architecture-meiji-tokyotechx-arch101x-0,Modern Japanese Architecture: From Meiji Restoration to Today,,
446,https://www.edx.org/course/angularjs-framework-fundamentals-microsoft-dev220x-2,AngularJS: Framework Fundamentals,,
447,https://www.edx.org/course/becoming-entrepreneur-mitx-launch-x-3,Becoming an Entrepreneur - MIT,,
448,https://www.edx.org/course/introduction-big-data-microsoft-dat229x,Introduction to Big Data,,
450,https://www.edx.org/course/how-listen-great-music-orchestra-juilliardx-jx006x,How to Listen to Great Music for Orchestra,,
451,https://www.edx.org/course/sharpen-piano-artistry-juilliardx-jx005x,Sharpen Your Piano Artistry,,
452,https://www.edx.org/course/music-theory-101-juilliardx-jx001x,Music Theory 101,,
453,https://www.edx.org/course/introduction-to-web-cartography-part-1,Introduction to Web Cartography: Part 1,,
455,https://www.edx.org/course/reconciliation-through-indigenous-education,Reconciliation Through Indigenous Education,,
456,https://www.edx.org/course/framing-how-politicians-debate-delftx-frame101x-1,Framing: How Politicians Debate,,
457,https://www.edx.org/course/world-wine-grape-glass-adelaidex-wine101x-2,World of Wine: From Grape to Glass,,
458,https://www.edx.org/course/building-interactive-prototypes-using-microsoft-dev279x-1,Building Interactive Prototypes using JavaScript,,
459,https://www.edx.org/course/a-system-view-of-communications-from-signals-to-packets-part-2,A System View of Communications: From Signals to Packets (Part 2),,
460,https://www.edx.org/course/skype-business-infrastructure-advanced-microsoft-cld232x-2,Skype for Business: Infrastructure Advanced Configuration,,
462,https://www.edx.org/course/music-technology-foundations,Music Technology Foundations,,
464,https://www.edx.org/course/architectural-imagination-harvardx-gsd1x,The Architectural Imagination,,
465,https://www.edx.org/course/product-design-for-a-circular-economy,Engineering Design for a Circular Economy,,
466,https://www.edx.org/course/rise-superheroes-impact-pop-culture-smithsonianx-popx1-5x,The Rise of Superheroes and Their Impact On Pop Culture,,
467,https://www.edx.org/course/connecting-learning-data-improve-utarlingtonx-link-la-ssax,Connecting Learning Data to Improve Instructional Design,,
468,https://www.edx.org/course/natural-language-processing-natural-utarlingtonx-link-la-nlx,Natural Language Processing and Natural Language Understanding in Educational Research,,
469,https://www.edx.org/course/supply-chain-management-a-decision-making-framework,Supply Chain Management: A Decision-Making Framework,,
471,https://www.edx.org/course/agile-software-development,Agile Software Development,,
472,https://www.edx.org/course/creating-master-data-solution-sql-server-microsoft-dat226x-1,Creating a Master Data Solution with SQL Server Master Data Services (MDS),,
473,https://www.edx.org/course/introduction-project-management-adelaidex-project101x-1,Introduction to Project Management,,
474,https://www.edx.org/course/big-data-strategies-transform-business-delftx-bd1x,Big Data Strategies to Transform Your Business,,
475,https://www.edx.org/course/knowledge-inference-structure-discovery-utarlingtonx-link-la-sdx,Knowledge Inference and Structure Discovery for Education,,
476,https://www.edx.org/course/introduction-to-management-information-systems-mis-a-survival-guide,Introduction to Management Information Systems (MIS): A Survival Guide,,
477,https://www.edx.org/course/financial-institutions-markets-michiganx-fin403x,Financial Institutions and Markets,,
478,https://www.edx.org/course/human-anatomy-hkpolyux-ana101x-1,Human Anatomy,,
479,https://www.edx.org/course/readings-global-health-harvardx-ph231x-1,Readings in Global Health,,
480,https://www.edx.org/course/microsoft-sharepoint-2016-workload-microsoft-cld211-3x-3,Microsoft SharePoint 2016: Workload Optimization,,
481,https://www.edx.org/course/introduction-urban-geo-informatics-hkpolyux-lsgi1001x,Introduction to Urban Geo-Informatics,,
483,https://www.edx.org/course/dynamics-control-upvalenciax-dc201x-2,Dynamics and Control,,
484,https://www.edx.org/course/introduction-design-thinking-microsoft-dev241x-1,Introduction to Design Thinking,,
485,https://www.edx.org/course/medieval-icelandic-sagas-uicelandx-uoi001x,The Medieval Icelandic Sagas,,
486,https://www.edx.org/course/think-create-code-adelaidex-code101x-3,Think. Create. Code,,
487,https://www.edx.org/course/windows-server-2016-azure-premises-microsoft-inf216x-1,Windows Server 2016: Azure for On-Premises Administrators,,
488,https://www.edx.org/course/pre-university-calculus-delftx-calc001x-2,Pre-University Calculus,,
489,https://www.edx.org/course/healthy-ageing-6-steps-let-environment-delftx-eit001x-0,Healthy Ageing in 6 Steps. Let your environment do the work.,,
490,https://www.edx.org/course/simulation-neuroscience-epflx-simneurox,Simulation Neuroscience,,
491,https://www.edx.org/course/introduction-mechanics-part-1-ricex-phys-101-1x,Introduction to Mechanics, Part 1,
492,https://www.edx.org/course/sustainable-food-security-the-value-of-systems-thinking,Sustainable Food Security: The value of systems thinking,,
493,https://www.edx.org/course/enabling-data-source-discovery-azure-microsoft-dat238x,Enabling Data Source Discovery with Azure Data Catalog,,
494,https://www.edx.org/course/using-python-research-harvardx-ph526x-0,Using Python for Research,,
495,https://www.edx.org/course/introduction-music-theory-berkleex-oharm100x-6,Introduction to Music Theory,,
497,https://www.edx.org/course/mechanics-rotational-dynamics-mitx-8-01-3x-0,Mechanics: Rotational Dynamics,,
498,https://www.edx.org/course/causal-diagrams-draw-assumptions-harvardx-ph559x,Causal Diagrams: Draw Your Assumptions Before Your Conclusions,,
499,https://www.edx.org/course/it-support-documentation-microsoft-cld254x,IT Support: Documentation,,
500,https://www.edx.org/course/probability-distribution-models-continuous-random-variables,Probability: Distribution Models & Continuous Random Variables,,
501,https://www.edx.org/course/intellectual-property-law-policy-part-1-pennx-iplaw1x-0,Intellectual Property Law and Policy: Part 1,,
502,https://www.edx.org/course/introduction-c-microsoft-dev204-1x-1,Introduction to C#,,
504,https://www.edx.org/course/science-everyday-thinking-uqx-think101x-5,The Science of Everyday Thinking,,
505,https://www.edx.org/course/managing-microsoft-exchange-online-microsoft-cld222x-3,Managing Microsoft Exchange Online in Office 365,,
506,https://www.edx.org/course/introduction-node-js-microsoft-dev283x,Introduction to Node.js,,
507,https://www.edx.org/course/academic-business-writing-uc-berkeleyx-colwri2-2x,Academic and Business Writing,,
508,https://www.edx.org/course/tourism-travel-management-uqx-tourismx,Tourism and Travel Management,,
510,https://www.edx.org/course/ap-computer-science-java-programming-purduex-cs180-3x-0,AP Computer Science A: Java Programming Classes and Objects,,
511,https://www.edx.org/course/foundations-of-data-structures,Foundations of Data Structures,,
512,https://www.edx.org/course/implementation-of-data-structures,Implementation of Data Structures,,
513,https://www.edx.org/course/cs50s-introduction-computer-science-harvardx-cs50x,CS50: Introduction to Computer Science,,
514,https://www.edx.org/course/economic-democracy-cooperative-edinburghx-coopsx-0,Economic Democracy: The Cooperative Alternative,,
515,https://www.edx.org/course/reinvent-yourself-unleash-creativity-uthealthsphx-imagine99x-3,Reinvent Yourself: Unleash Your Creativity,,
516,https://www.edx.org/course/fundamentals-biomedical-imaging-magnetic-epflx-fndbioimg2x-0,Fundamentals of Biomedical Imaging: Magnetic Resonance Imaging (MRI),,
517,https://www.edx.org/course/introduction-to-the-music-business,Introduction to the Music Business,,
518,https://www.edx.org/course/the-science-of-weight-loss-dispelling-diet-myths,The Science of Weight Loss: Dispelling Diet Myths,,
519,https://www.edx.org/course/product-design-the-delft-design-approach,Product Design: The Delft Design Approach,,
520,https://www.edx.org/course/design-in-healthcare-using-patient-journey-mapping,Design in Healthcare: Using Patient Journey Mapping,,
521,https://www.edx.org/course/computer-networks-internet-kironx-fhlcnx,Computer Networks and the Internet,,
522,https://www.edx.org/course/system-dynamics-health-sciences-witsx-hsd101x-0,System Dynamics for Health Sciences,,
523,https://www.edx.org/course/batteries-fuel-cells-role-modern-society-urfux-batfuelc2017-0,Batteries, Fuel Cells, and their Role in Modern Society
524,https://www.edx.org/course/introduction-animal-behaviour-wageningenx-ab101x-2,Introduction to Animal Behaviour,,
525,https://www.edx.org/course/a-hands-on-introduction-to-engineering-simulations,A Hands-on Introduction to Engineering Simulations,,
527,https://www.edx.org/course/understanding-nuclear-energy-delftx-nuclear01x-0,Understanding Nuclear Energy,,
528,https://www.edx.org/course/evolution-human-sociality-quest-origin-kyotoux-000x-0,Evolution of the Human Sociality: A Quest for the Origin of Our Social Behavior,,
529,https://www.edx.org/course/research-methods-engineering-approach-witsx-elen7070x-0,Research Methods: An Engineering Approach,,
531,https://www.edx.org/course/it-fundamentals-business-professionals-upvalenciax-isc101-5x,IT Fundamentals for Business Professionals: Social implications,,
532,https://www.edx.org/course/fundamentos-tic-para-profesionales-de-upvalenciax-sic101-1x,Fundamentos TIC para profesionales de negocios: Aplicaciones empresariales,,
533,https://www.edx.org/course/it-fundamentals-business-professionals-upvalenciax-isc101-3x,IT Fundamentals for Business Professionals: Software development,,
538,https://www.edx.org/course/fundamentos-tic-para-profesionales-de-upvalenciax-sic101-5x,Fundamentos TIC para profesionales de negocios: Implicaciones sociales,,
539,https://www.edx.org/course/fundamentos-tic-para-profesionales-de-upvalenciax-sic101-3x,Fundamentos TIC para profesionales de negocios: Desarrollo de Software,,
541,https://www.edx.org/course/fundamentos-tic-para-profesionales-de-upvalenciax-sic101-2x,Fundamentos TIC para profesionales de negocios: Hardware,,
542,https://www.edx.org/course/finance-everyone-smart-tools-decision-michiganx-fin101x-1,Finance for Everyone: Smart Tools for Decision-Making,,
544,https://www.edx.org/course/nuclear-reactor-physics-basics-mephix-mephi005x,Nuclear Reactor Physics Basics,,
545,https://www.edx.org/course/sustainable-food-security-crop-production,Sustainable Food Security: Crop Production,,
546,https://www.edx.org/course/advanced-transport-phenomena-delftx-tp201x-0,Advanced Transport Phenomena,,
547,https://www.edx.org/course/ap-computer-science-java-programming-purduex-cs180-4x-0,AP Computer Science A: Java Programming Polymorphism and Advanced Data Structures,,
548,https://www.edx.org/course/introduction-marketing-tools-set-edinburghx-mktg101x-0,Introduction to Marketing: Tools to Set Enterprises Apart,,
549,https://www.edx.org/course/vocal-recording-technology-berkleex-bmpr365x-3,Vocal Recording Technology,,
550,https://www.edx.org/course/introduction-data-analytics-managers-michiganx-ds120x,Introduction to Data Analytics for Managers,,
551,https://www.edx.org/course/system-design-supply-chain-management-chalmersx-chm005x-0,System Design for Supply Chain Management and Logistics,,
552,https://www.edx.org/course/visualizing-japan-1850s-1930s-harvardx-mitx-vjx-3,Visualizing Japan (1850s-1930s): Westernization, Protest, Modernity
554,https://www.edx.org/course/system-view-communications-signals-hkustx-elec1200-1x-3,A System View of Communications: From Signals to Packets (Part 1),,
555,https://www.edx.org/course/introduction-deep-earth-science-tokyotechx-geos101x,Introduction to Deep Earth Science,,
556,https://www.edx.org/course/capital-markets-key-participants-new-york-institute-finance-cm1-x,Capital Markets and Key Participants,,
559,https://www.edx.org/course/mastering-quantum-mechanics-part-3-entanglement-and-angular-momentum,Mastering Quantum Mechani561,https://www.edx.org/course/future-cities-ethx-fc-01x,Future Cities
562,https://www.edx.org/course/responsive-cities,Responsive Cities,,
563,https://www.edx.org/course/introduction-water-climate-delftx-ctb3300wcx-2,Introduction to Water and Climate,,
566,https://www.edx.org/course/introduction-geometry-schoolyourself-geometryx-1,Introduction to Geometry,,
567,https://www.edx.org/course/laff-linear-algebra-foundations-to-frontiers,Linear Algebra - Foundations to Frontiers,,
568,https://www.edx.org/course/organizational-design-creating-iimbx-ob102x-0,Organizational Design: Creating Competitive Advantage,,
